hack-id,id,make_id,model_id,submodel_id,year,make,model,series,submodel,trim,description,msrp,invoice,created,modified,trim_id,trim_description,type,doors,length,width,seats,height,wheel_base,front_track,rear_track,ground_clearance,cargo_capacity,max_cargo_capacity,curb_weight,gross_weight,max_payload,max_towing_capacity,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,fuel_tank_capacity,combined_mpg,epa_city_mpg,epa_highway_mpg,range_city,range_highway,battery_capacity_electric,epa_time_to_charge_hr_240v_electric,epa_kwh_100_mi_electric,range_electric,epa_highway_mpg_electric,epa_city_mpg_electric,epa_combined_mpg_electric
2017-Corolla-SE-SE 4dr Sedan (1.8L 4cyl 6M),17908,22,3917,68434,2017,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl 6M),21665,20059,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17908,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,5.6,13.0,,2865.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2017-Corolla-XLE-XLE 4dr Sedan (1.8L 4cyl CVT),17911,22,3917,68435,2017,Toyota,Corolla,,XLE,XLE,XLE 4dr Sedan (1.8L 4cyl CVT),21825,20208,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17911,XLE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.6,69.9,5,57.3,106.3,,,5.5,13.0,,2855.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2017-Corolla-XSE-XSE 4dr Sedan (1.8L 4cyl CVT),17913,22,3917,68436,2017,Toyota,Corolla,,XSE,XSE,XSE 4dr Sedan (1.8L 4cyl CVT),22680,21000,2023-06-29T21:03:33-04:00,2023-06-29T21:03:33-04:00,17913,XSE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,5.6,13.0,,2865.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2018-Corolla-L-L 4dr Sedan (1.8L 4cyl CVT),14938,22,3917,70080,2018,Toyota,Corolla,,L,L,L 4dr Sedan (1.8L 4cyl CVT),18600,17577,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14938,L 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2840.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2018-Corolla-LE-LE 4dr Sedan (1.8L 4cyl CVT),14939,22,3917,70081,2018,Toyota,Corolla,,LE,LE,LE 4dr Sedan (1.8L 4cyl CVT),19035,17625,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14939,LE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2870.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2018-Corolla-LE Eco-LE Eco 4dr Sedan (1.8L 4cyl CVT),14940,22,3917,70082,2018,Toyota,Corolla,,LE Eco,LE Eco,LE Eco 4dr Sedan (1.8L 4cyl CVT),19435,17995,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14940,LE Eco 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2850.0,,,,gas,regular unleaded,I4,1.8,140,6100,126.0,4000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,30,40,396,528,,,,,,,
2018-Corolla-LE Eco w/Premium Package-LE Eco w/Premium Package 4dr Sedan (1.8L 4cyl CVT),14940,22,3917,70082,2018,Toyota,Corolla,,LE Eco,LE Eco,LE Eco w/Premium Package 4dr Sedan (1.8L 4cyl CVT),21400,19798,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14940,LE Eco 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2850.0,,,,gas,regular unleaded,I4,1.8,140,6100,126.0,4000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,30,40,396,528,,,,,,,
2018-Corolla-SE-SE 4dr Sedan (1.8L 4cyl CVT),14941,22,3917,70083,2018,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl CVT),20545,19022,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14941,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2018-Corolla-SE-SE 4dr Sedan (1.8L 4cyl 6M),14941,22,3917,70083,2018,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl 6M),21765,20152,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14941,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2018-Corolla-XLE-XLE 4dr Sedan (1.8L 4cyl CVT),14944,22,3917,70084,2018,Toyota,Corolla,,XLE,XLE,XLE 4dr Sedan (1.8L 4cyl CVT),22035,20403,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14944,XLE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2870.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2018-Corolla-XSE-XSE 4dr Sedan (1.8L 4cyl CVT),14945,22,3917,70085,2018,Toyota,Corolla,,XSE,XSE,XSE 4dr Sedan (1.8L 4cyl CVT),22780,21093,2023-06-29T21:02:20-04:00,2023-06-29T21:02:20-04:00,14945,XSE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-L-L 4dr Sedan (1.8L 4cyl CVT),11870,22,3917,71792,2019,Toyota,Corolla,,L,L,L 4dr Sedan (1.8L 4cyl CVT),18700,17673,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11870,L 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2840.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2019-Corolla-LE-LE 4dr Sedan (1.8L 4cyl CVT),11877,22,3917,71793,2019,Toyota,Corolla,,LE,LE,LE 4dr Sedan (1.8L 4cyl CVT),19135,17717,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11877,LE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2870.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2019-Corolla-LE Eco-LE Eco 4dr Sedan (1.8L 4cyl CVT),11872,22,3917,71794,2019,Toyota,Corolla,,LE Eco,LE Eco,LE Eco 4dr Sedan (1.8L 4cyl CVT),19535,18088,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11872,LE Eco 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2850.0,,,,gas,regular unleaded,I4,1.8,140,6100,126.0,4000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,30,40,396,528,,,,,,,
2019-Corolla-LE Eco w/Premium Package-LE Eco w/Premium Package 4dr Sedan (1.8L 4cyl CVT),11872,22,3917,71794,2019,Toyota,Corolla,,LE Eco,LE Eco,LE Eco w/Premium Package 4dr Sedan (1.8L 4cyl CVT),21500,19891,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11872,LE Eco 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2850.0,,,,gas,regular unleaded,I4,1.8,140,6100,126.0,4000.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,30,40,396,528,,,,,,,
2019-Corolla-SE-SE 4dr Sedan (1.8L 4cyl CVT),11871,22,3917,71795,2019,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl CVT),20645,19115,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11871,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-SE-SE 4dr Sedan (1.8L 4cyl 6M),11871,22,3917,71795,2019,Toyota,Corolla,,SE,SE,SE 4dr Sedan (1.8L 4cyl 6M),21865,20245,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11871,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-SE-SE 4dr Hatchback (2.0L 4cyl 6M),11871,22,3917,71795,2019,Toyota,Corolla,,SE,SE,SE 4dr Hatchback (2.0L 4cyl 6M),20140,18648,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11871,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-SE-SE 4dr Hatchback (2.0L 4cyl CVT),11871,22,3917,71795,2019,Toyota,Corolla,,SE,SE,SE 4dr Hatchback (2.0L 4cyl CVT),21240,19666,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11871,SE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-XLE-XLE 4dr Sedan (1.8L 4cyl CVT),11875,22,3917,71796,2019,Toyota,Corolla,,XLE,XLE,XLE 4dr Sedan (1.8L 4cyl CVT),22135,20495,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11875,XLE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2870.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,28,36,370,475,,,,,,,
2019-Corolla-XSE-XSE 4dr Sedan (1.8L 4cyl CVT),11873,22,3917,71797,2019,Toyota,Corolla,,XSE,XSE,XSE 4dr Sedan (1.8L 4cyl CVT),22880,21185,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11873,XSE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-XSE-XSE 4dr Hatchback (2.0L 4cyl 6M),11873,22,3917,71797,2019,Toyota,Corolla,,XSE,XSE,XSE 4dr Hatchback (2.0L 4cyl 6M),23140,21426,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11873,XSE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2019-Corolla-XSE-XSE 4dr Hatchback (2.0L 4cyl CVT),11873,22,3917,71797,2019,Toyota,Corolla,,XSE,XSE,XSE 4dr Hatchback (2.0L 4cyl CVT),24240,22444,2023-06-29T21:01:10-04:00,2023-06-29T21:01:10-04:00,11873,XSE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,183.1,69.9,5,57.3,106.3,,,6.7,13.0,,2885.0,,,,gas,regular unleaded,I4,1.8,132,6000,128.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,31,28,35,370,462,,,,,,,
2020-Corolla-LE-LE 4dr Sedan (1.8L 4cyl gas/electric hybrid CVT),8891,22,3917,73510,2020,Toyota,Corolla,,Hybrid LE,LE,LE 4dr Sedan (1.8L 4cyl gas/electric hybrid CVT),23100,21389,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8891,LE 4dr Sedan (1.8L 4cyl gas/electric hybrid CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,2850.0,,,,hybrid,regular unleaded,I4,1.8,121,5200,105.0,3600.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,11.4,52,53,52,604,593,,,,,,,
2020-Corolla-L-L 4dr Sedan (1.8L 4cyl CVT),8879,22,3917,73511,2020,Toyota,Corolla,,L,L,L 4dr Sedan (1.8L 4cyl CVT),19600,18522,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8879,L 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.3,70.1,5,56.5,106.3,,,5.1,13.1,,2910.0,,,,gas,regular unleaded,I4,1.8,139,6100,126.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,33,30,38,396,502,,,,,,,
2020-Corolla-LE-LE 4dr Sedan (1.8L 4cyl CVT),8880,22,3917,73512,2020,Toyota,Corolla,,LE,LE,LE 4dr Sedan (1.8L 4cyl CVT),20050,18565,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8880,LE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.3,70.1,5,56.5,106.3,,,5.1,13.1,,2955.0,,,,gas,regular unleaded,I4,1.8,139,6100,126.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,33,30,38,396,502,,,,,,,
2020-Corolla-SE-SE 4dr Sedan (2.0L 4cyl CVT),8881,22,3917,73513,2020,Toyota,Corolla,,SE,SE,SE 4dr Sedan (2.0L 4cyl CVT),22050,20417,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8881,SE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3110.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,40,409,528,,,,,,,
2020-Corolla-SE-SE 4dr Sedan (2.0L 4cyl 6M),8881,22,3917,73513,2020,Toyota,Corolla,,SE,SE,SE 4dr Sedan (2.0L 4cyl 6M),22750,21065,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8881,SE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3110.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,40,409,528,,,,,,,
2020-Corolla-SE-SE 4dr Hatchback (2.0L 4cyl 6M),8881,22,3917,73513,2020,Toyota,Corolla,,SE,SE,SE 4dr Hatchback (2.0L 4cyl 6M),20290,18786,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8881,SE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3110.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,40,409,528,,,,,,,
2020-Corolla-SE-SE 4dr Hatchback (2.0L 4cyl CVT),8881,22,3917,73513,2020,Toyota,Corolla,,SE,SE,SE 4dr Hatchback (2.0L 4cyl CVT),21390,19806,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8881,SE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3110.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,40,409,528,,,,,,,
2020-Corolla-SE Nightshade-SE Nightshade 4dr Sedan (2.0L 4cyl CVT),8883,22,3917,73514,2020,Toyota,Corolla,,SE Nightshade,SE Nightshade,SE Nightshade 4dr Sedan (2.0L 4cyl CVT),22750,21065,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8883,SE Nightshade 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3110.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,40,409,528,,,,,,,
2020-Corolla-Nightshade Edition-Nightshade Edition 4dr Hatchback (2.0L 4cyl CVT),8883,22,3917,73514,2020,Toyota,Corolla,,SE Nightshade,SE Nightshade,Nightshade Edition 4dr Hatchback (2.0L 4cyl CVT),22290,20639,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8883,SE Nightshade 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3110.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,40,409,528,,,,,,,
2020-Corolla-XLE-XLE 4dr Sedan (1.8L 4cyl CVT),8884,22,3917,73515,2020,Toyota,Corolla,,XLE,XLE,XLE 4dr Sedan (1.8L 4cyl CVT),24050,22268,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8884,XLE 4dr Sedan (1.8L 4cyl CVT),Sedan,4,182.3,70.1,5,56.5,106.3,,,5.1,13.1,,3045.0,,,,gas,regular unleaded,I4,1.8,139,6100,126.0,3900.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,32,29,37,383,488,,,,,,,
2020-Corolla-XSE-XSE 4dr Sedan (2.0L 4cyl CVT),8885,22,3917,73516,2020,Toyota,Corolla,,XSE,XSE,XSE 4dr Sedan (2.0L 4cyl CVT),25550,23657,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8885,XSE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3150.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,38,409,502,,,,,,,
2020-Corolla-XSE-XSE 4dr Hatchback (2.0L 4cyl 6M),8885,22,3917,73516,2020,Toyota,Corolla,,XSE,XSE,XSE 4dr Hatchback (2.0L 4cyl 6M),23240,21518,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8885,XSE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3150.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,38,409,502,,,,,,,
2020-Corolla-XSE-XSE 4dr Hatchback (2.0L 4cyl CVT),8885,22,3917,73516,2020,Toyota,Corolla,,XSE,XSE,XSE 4dr Hatchback (2.0L 4cyl CVT),24340,22537,2023-06-29T21:00:02-04:00,2023-06-29T21:00:02-04:00,8885,XSE 4dr Sedan (2.0L 4cyl CVT),Sedan,4,182.5,70.1,5,56.5,106.3,,,5.1,13.1,,3150.0,,,,gas,regular unleaded,I4,2.0,169,6600,151.0,4400.0,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,13.2,34,31,38,409,502,,,,,,,
2015-Camry-LE-LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),23523,22,4779,65271,2015,Toyota,Camry,,Hybrid LE,LE,LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),26790,24647,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23523,LE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),Sedan,4,190.9,71.7,5,57.9,109.3,,,,13.1,,3485.0,,,,hybrid,regular unleaded,I4,2.5,200,5700,,,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,17.0,41,43,39,731,663,,,,,,,
2015-Camry-SE-SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),23524,22,4779,65272,2015,Toyota,Camry,,Hybrid SE,SE,SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),27995,25756,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23524,SE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),Sedan,4,190.9,71.7,5,57.9,109.3,,,,13.1,,3565.0,,,,hybrid,regular unleaded,I4,2.5,200,5700,,,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,17.0,40,40,38,680,646,,,,,,,
2015-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),23525,22,4779,65273,2015,Toyota,Camry,,Hybrid XLE,XLE,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),29980,27583,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23525,XLE 4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),Sedan,4,190.9,71.7,5,57.9,109.3,,,,13.1,,3585.0,,,,hybrid,regular unleaded,I4,2.5,200,5700,,,16,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,17.0,40,40,38,680,646,,,,,,,
2015-Camry-LE-LE 4dr Sedan (2.5L 4cyl 6A),23517,22,4779,65274,2015,Toyota,Camry,,LE,LE,LE 4dr Sedan (2.5L 4cyl 6A),22970,21017,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23517,LE 4dr Sedan (2.5L 4cyl 6A),Sedan,4,190.9,71.7,5,57.9,109.3,,,,15.4,,3240.0,,,,gas,regular unleaded,I4,2.5,178,6000,170.0,4100.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,17.0,28,25,35,425,595,,,,,,,
2015-Camry-SE-SE 4dr Sedan (2.5L 4cyl 6A),23518,22,4779,65275,2015,Toyota,Camry,,SE,SE,SE 4dr Sedan (2.5L 4cyl 6A),23840,21694,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23518,SE 4dr Sedan (2.5L 4cyl 6A),Sedan,4,190.9,71.7,5,57.9,109.3,,,,15.4,,3300.0,,,,gas,regular unleaded,I4,2.5,178,6000,170.0,4100.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,17.0,28,25,35,425,595,,,,,,,
2015-Camry-XLE-XLE 4dr Sedan (2.5L 4cyl 6A),23521,22,4779,65276,2015,Toyota,Camry,,XLE,XLE,XLE 4dr Sedan (2.5L 4cyl 6A),26150,23797,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23521,XLE 4dr Sedan (2.5L 4cyl 6A),Sedan,4,190.9,71.7,5,57.9,109.3,,,,15.4,,3340.0,,,,gas,regular unleaded,I4,2.5,178,6000,170.0,4100.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,17.0,28,25,35,425,595,,,,,,,
2015-Camry-XLE-XLE 4dr Sedan (3.5L 6cyl 6A),23521,22,4779,65276,2015,Toyota,Camry,,XLE,XLE,XLE 4dr Sedan (3.5L 6cyl 6A),31370,28546,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23521,XLE 4dr Sedan (2.5L 4cyl 6A),Sedan,4,190.9,71.7,5,57.9,109.3,,,,15.4,,3340.0,,,,gas,regular unleaded,I4,2.5,178,6000,170.0,4100.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,17.0,28,25,35,425,595,,,,,,,
2015-Camry-XSE-XSE 4dr Sedan (2.5L 4cyl 6A),23519,22,4779,65277,2015,Toyota,Camry,,XSE,XSE,XSE 4dr Sedan (2.5L 4cyl 6A),26150,23797,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23519,XSE 4dr Sedan (2.5L 4cyl 6A),Sedan,4,190.9,71.7,5,57.9,109.3,,,,15.4,,3350.0,,,,gas,regular unleaded,I4,2.5,178,6000,170.0,4100.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,17.0,28,25,35,425,595,,,,,,,
2015-Camry-XSE-XSE 4dr Sedan (3.5L 6cyl 6A),23519,22,4779,65277,2015,Toyota,Camry,,XSE,XSE,XSE 4dr Sedan (3.5L 6cyl 6A),31370,28546,2023-06-29T21:05:55-04:00,2023-06-29T21:05:55-04:00,23519,XSE 4dr Sedan (2.5L 4cyl 6A),Sedan,4,190.9,71.7,5,57.9,109.3,,,,15.4,,3350.0,,,,gas,regular unleaded,I4,2.5,178,6000,170.0,4100.0,16,Variable,Double overhead cam (DOHC),front wheel drive,6-speed shiftable automatic,17.0,28,25,35,425,595,,,,,,,
